sample_id,Al_pct,Mg_pct,Si_pct,Cu_pct,Zn_pct,Fe_pct,aging_temp_C,aging_time_hr,cooling_rate_Cps,grain_size_um,tensile_strength_MPa,elongation_pct,hardness_HV
256,95.87,2.32,0.45,1.81,4.25,0.327,163.6,8.81,29.03,30.3,427.3,15.48,131.0
257,96.69,2.48,0.78,0.12,1.19,0.526,189.8,14.04,13.39,51.6,332.7,16.42,100.6
258,98.31,1.9,0.48,0.41,0.87,0.344,140.6,22.66,25.94,12.4,330.9,21.68,112.8
259,94.13,1.69,1.5,1.03,1.77,0.16,218.8,12.89,2.29,42.2,336.5,21.29,109.0
260,97.48,0.22,0.52,0.79,3.15,0.563,202.1,20.59,46.98,70.7,314.8,18.59,100.2
261,95.03,2.05,1.37,1.17,4.83,0.121,191.9,8.63,39.64,19.4,435.7,16.42,128.7
262,94.76,2.82,0.47,0.88,2.53,0.466,217.3,12.22,3.06,7.4,434.0,17.76,151.5
263,97.47,0.72,0.25,0.12,0.2,0.245,140.0,11.45,39.64,13.2,268.7,18.01,85.1
264,98.06,1.06,0.93,0.54,1.29,0.355,172.7,10.66,49.68,67.5,309.9,21.4,95.1
265,95.79,1.55,0.24,1.3,2.69,0.097,179.9,21.01,39.21,76.4,350.6,21.9,111.2
266,98.45,2.49,0.47,1.0,0.37,0.505,154.3,2.2,21.72,79.7,324.0,18.15,97.4
267,95.04,2.76,0.71,1.2,1.47,0.176,201.6,7.83,2.83,14.9,390.7,20.0,117.9
268,98.49,0.9,0.8,0.21,1.64,0.513,209.5,9.65,32.62,57.4,294.0,19.7,91.3
269,97.09,1.37,1.16,1.84,4.8,0.322,166.3,8.68,31.62,32.2,373.5,15.79,130.2
270,98.68,0.39,0.93,1.35,3.61,0.381,200.3,6.22,42.43,13.3,356.6,17.63,118.0
271,94.03,2.04,0.11,0.33,3.72,0.133,138.9,16.96,10.12,48.3,365.8,16.98,109.1
272,97.3,1.18,1.19,1.57,0.28,0.35,176.0,6.84,30.64,32.8,312.7,18.73,88.5
273,97.21,0.67,0.98,0.59,1.97,0.437,126.6,11.2,39.46,45.0,284.8,20.57,97.6
274,96.34,1.06,0.15,0.08,2.75,0.273,186.9,3.42,38.98,33.3,320.2,17.98,113.9
275,98.81,0.52,1.08,0.8,1.75,0.097,190.5,17.49,48.67,59.5,309.1,20.19,105.6
276,94.91,0.21,0.45,1.87,2.89,0.092,191.2,12.29,13.41,6.3,380.7,18.1,111.9
277,94.26,2.97,0.67,0.8,4.03,0.394,190.7,10.54,2.77,21.7,396.3,17.24,133.9
278,95.35,2.34,0.51,0.65,4.83,0.495,213.0,17.92,2.49,54.2,388.1,16.4,128.4
279,98.57,2.51,0.81,1.77,3.9,0.054,214.3,6.44,29.59,21.2,439.8,15.39,130.2
280,96.71,0.4,0.38,0.88,3.18,0.487,127.9,7.56,37.49,77.7,293.4,21.79,98.9
281,97.47,2.74,1.36,0.41,3.31,0.182,159.5,23.97,31.67,5.4,458.0,12.1,145.5
282,96.96,1.17,0.33,0.83,4.39,0.18,167.3,13.81,35.19,29.1,365.2,18.51,119.9
283,98.53,1.21,1.39,1.11,0.42,0.226,201.2,17.18,21.08,72.6,299.0,17.71,91.6
284,98.05,2.27,0.65,0.36,3.7,0.561,123.8,4.99,26.33,73.4,335.0,19.24,105.4
285,95.5,2.24,0.96,0.11,1.82,0.532,168.9,16.5,34.52,29.0,352.2,18.78,105.6
286,98.09,2.13,1.13,0.33,4.06,0.41,125.4,9.44,21.07,50.3,341.2,20.23,110.8
287,98.25,2.6,1.5,0.37,4.91,0.05,125.9,13.77,43.69,8.9,462.1,15.78,139.5
288,96.04,2.66,0.85,0.71,1.57,0.237,188.6,10.38,7.48,72.9,340.0,20.0,114.8
289,97.65,0.45,0.78,1.86,1.71,0.468,174.5,4.01,14.99,9.2,319.5,19.39,98.4
290,94.45,2.25,0.66,0.99,2.41,0.19,168.0,12.68,44.34,71.9,380.6,18.63,125.5
291,94.38,1.05,0.46,1.53,0.54,0.509,219.6,10.27,28.14,59.6,303.1,20.69,90.5
292,97.13,2.99,1.49,0.26,0.08,0.133,161.2,10.36,47.31,55.3,349.9,17.73,117.9
293,98.05,1.07,0.24,0.84,3.24,0.534,164.1,16.78,44.5,78.5,336.1,18.6,112.3
294,95.9,0.54,1.1,1.05,1.4,0.166,213.1,2.84,13.22,48.4,281.9,20.47,84.5
295,96.4,0.54,1.04,0.75,1.19,0.418,166.3,2.74,12.01,12.0,292.0,18.37,92.0
296,97.75,1.4,1.43,0.67,4.69,0.204,172.2,3.93,2.64,26.3,350.6,18.47,105.7
297,97.17,1.66,0.83,1.48,3.24,0.566,173.7,21.96,13.96,41.0,373.9,18.34,121.2
298,95.11,2.31,0.68,0.68,0.83,0.188,137.4,5.46,27.29,77.4,303.2,22.74,100.2
299,95.14,1.15,1.29,0.56,3.71,0.158,198.9,22.15,18.27,68.2,350.5,20.64,112.3
300,98.52,1.25,1.43,0.63,3.86,0.263,130.3,14.57,25.41,31.2,364.2,17.51,110.8
301,94.08,0.71,1.37,1.8,4.49,0.394,183.3,10.53,17.6,76.0,369.9,19.31,125.3
302,96.16,2.03,0.14,1.59,4.44,0.35,213.8,18.74,36.39,20.1,433.0,18.34,148.6
303,95.34,0.77,1.02,0.94,4.84,0.588,150.5,9.7,28.25,13.8,355.7,21.52,114.3
304,95.21,2.65,1.44,0.38,3.74,0.068,196.0,16.95,14.21,69.4,404.8,17.86,129.3
305,96.45,2.75,0.16,0.75,2.08,0.165,135.8,13.18,43.57,12.9,379.9,17.61,118.6
306,95.64,1.92,0.67,0.91,4.77,0.542,166.5,7.65,16.59,38.3,400.7,16.14,125.0
307,96.62,1.89,0.86,1.29,3.98,0.24,153.7,7.91,35.01,14.5,439.6,16.77,141.0
308,97.73,2.77,1.43,1.53,2.79,0.572,197.8,20.94,29.58,50.9,429.2,17.1,135.0
309,98.51,1.11,1.37,1.61,4.91,0.535,137.7,7.68,17.31,34.2,359.0,19.03,120.0
310,95.81,0.62,1.44,1.56,4.2,0.391,205.5,4.21,25.54,51.8,332.6,21.5,105.9
311,96.1,2.45,0.45,1.38,1.72,0.307,184.0,9.83,41.93,38.6,372.5,15.17,119.2
312,95.52,0.43,0.64,1.11,4.55,0.123,176.6,19.06,34.71,71.7,336.7,19.68,109.8
313,97.8,1.06,0.99,0.55,0.67,0.104,208.1,22.75,48.84,8.2,366.1,17.56,114.6
314,97.65,0.49,1.32,0.56,3.21,0.069,207.5,17.51,29.42,27.8,344.4,17.17,112.0
315,97.36,1.76,0.11,0.59,1.14,0.469,217.1,14.7,5.94,37.2,321.5,18.92,90.8
316,97.76,2.25,0.6,0.46,0.29,0.328,163.8,9.53,13.75,38.1,304.7,17.95,98.5
317,98.31,1.04,0.89,0.66,3.19,0.072,156.0,8.28,42.07,,360.6,17.33,120.4
318,96.92,0.57,0.2,0.44,2.3,0.157,129.4,19.83,2.57,71.0,269.5,19.82,84.4
319,95.42,2.31,0.95,2.0,1.83,0.188,161.1,20.9,29.81,36.8,394.4,17.4,117.1
320,98.77,0.46,0.25,0.07,2.96,0.102,127.5,11.35,49.59,57.2,272.4,21.98,85.3
321,98.98,1.68,0.21,1.32,0.43,0.559,120.1,5.77,31.57,71.5,266.0,20.65,82.8
322,98.31,2.4,0.64,1.75,2.42,0.093,153.4,11.45,10.03,73.8,375.1,22.7,115.7
323,98.85,1.03,0.32,0.25,3.83,0.355,184.7,17.9,18.66,28.6,348.1,19.82,111.4
324,94.57,0.25,0.82,0.21,0.07,0.358,137.1,19.19,39.41,76.0,242.3,22.67,69.6
325,95.78,1.07,1.15,1.88,2.8,0.071,128.5,5.87,41.34,63.2,316.1,19.49,100.5
326,95.78,2.94,0.99,1.79,3.69,0.12,156.3,13.11,35.55,52.6,432.2,18.55,141.6
327,97.57,2.82,1.2,0.8,4.62,0.33,170.6,18.58,43.63,20.4,448.1,17.54,140.1
328,98.4,0.33,1.39,0.6,4.98,0.316,152.9,19.7,36.85,5.0,393.5,17.99,118.0
329,96.19,1.53,0.89,0.19,1.85,0.358,157.8,18.2,17.88,78.6,333.5,19.09,105.7
330,96.17,0.92,0.3,0.79,3.83,0.503,218.9,3.19,33.41,62.9,325.6,20.22,107.2
331,98.53,1.12,1.2,1.65,1.29,0.596,213.2,11.0,26.53,46.1,333.0,19.44,114.1
332,94.69,0.62,0.35,1.51,0.7,0.3,174.9,7.55,31.89,5.8,344.8,18.85,106.6
333,96.14,0.42,0.97,0.79,0.32,0.231,121.2,13.15,47.39,29.5,270.6,24.49,85.0
334,96.36,0.42,0.63,0.04,3.45,0.062,204.2,5.99,41.94,11.0,326.5,20.05,109.2
335,95.39,1.32,1.18,0.96,0.2,0.276,145.7,23.57,19.23,46.5,301.1,22.25,90.8
336,98.87,2.9,0.7,0.52,2.14,0.172,154.4,3.65,12.82,54.8,362.6,18.82,112.2
337,94.75,0.87,0.52,1.43,2.9,0.136,218.6,14.56,37.96,,346.2,19.85,109.6
338,95.65,1.77,1.42,1.55,4.0,0.258,134.0,22.41,16.34,,397.1,16.6,124.8
339,98.91,2.57,0.85,0.81,1.0,0.538,163.7,4.25,35.22,29.1,366.7,20.69,131.4
340,94.84,2.88,1.04,1.7,1.22,0.343,123.8,22.1,26.54,16.0,387.4,17.03,127.3
341,96.02,2.44,1.07,0.03,2.03,0.442,194.8,9.1,21.44,15.0,366.1,17.96,112.2
342,97.09,2.06,0.27,0.16,3.51,0.535,152.6,17.85,44.01,13.3,394.2,20.13,125.3
343,95.7,1.14,0.3,0.06,0.34,0.431,147.8,18.29,26.19,70.3,271.8,23.11,90.9
344,95.93,1.93,0.62,0.23,4.03,0.146,163.7,11.08,48.67,15.0,395.1,18.94,133.1
345,98.35,1.69,0.42,0.82,2.11,0.312,187.7,2.52,46.96,6.9,372.2,18.21,119.9
346,94.43,1.31,1.23,0.84,1.46,0.282,178.5,4.17,2.72,11.7,317.5,19.93,114.8
347,94.57,1.57,0.95,1.11,2.3,0.224,124.0,14.83,8.54,33.9,338.0,20.21,107.8
348,98.13,0.23,0.53,0.97,2.0,0.451,201.3,20.32,3.35,77.6,303.7,19.98,89.7
349,96.37,0.44,1.31,0.37,1.86,0.2,120.1,13.33,46.53,24.0,287.2,20.67,84.8
350,94.39,2.21,0.83,0.54,4.33,0.338,219.5,8.37,45.5,20.7,408.9,18.22,131.2
351,97.33,1.77,1.41,0.88,3.46,0.563,179.7,13.46,5.36,72.6,353.9,18.85,109.1
352,95.99,1.62,0.25,0.68,3.47,0.189,158.7,18.79,41.68,59.5,341.9,18.77,109.5
353,97.54,2.13,0.37,0.66,4.11,0.383,129.0,19.4,17.88,76.0,347.9,17.84,108.4
354,98.4,0.39,0.78,1.56,1.84,0.304,173.1,13.1,37.78,76.6,297.3,21.87,93.1
355,98.72,0.59,0.92,1.55,2.4,0.406,178.8,21.78,22.53,58.9,342.5,18.93,115.4
356,94.36,0.81,0.87,0.54,2.23,0.165,120.8,22.85,22.72,,261.6,21.79,75.6
357,96.71,2.44,0.79,0.47,2.88,0.326,162.3,6.86,10.92,25.6,370.4,17.82,115.1
358,98.73,1.12,1.06,1.76,3.74,0.577,177.1,8.36,26.68,6.6,423.2,13.06,134.1
359,98.71,1.91,0.22,0.74,3.59,0.1,216.9,13.03,36.55,55.6,371.0,18.56,113.5
360,94.91,0.57,0.82,1.76,2.3,0.451,163.9,17.45,44.78,,344.2,19.11,116.4
361,95.75,1.8,0.33,0.34,3.81,0.116,206.0,7.64,46.79,14.0,364.8,19.81,109.5
362,98.85,1.05,1.24,1.4,2.02,0.486,120.5,15.53,44.64,22.4,347.2,20.31,106.0
363,96.88,2.74,0.37,0.49,0.63,0.171,129.6,15.18,8.78,76.2,318.0,23.71,102.7
364,98.28,1.88,1.04,1.67,1.01,0.335,160.9,6.32,33.96,50.7,329.0,20.91,108.2
365,95.19,1.73,0.97,0.77,1.58,0.461,182.7,10.64,47.17,30.2,351.4,17.91,112.1
366,98.32,1.93,0.49,1.5,1.02,0.296,177.0,2.07,25.91,33.1,311.0,19.45,97.1
367,97.08,1.55,1.19,0.03,4.4,0.09,124.7,13.1,13.42,55.3,337.4,21.33,109.0
368,95.05,0.54,0.71,1.23,1.55,0.274,158.1,21.17,36.53,24.5,325.1,21.05,105.0
369,95.47,1.59,0.39,0.84,0.99,0.305,173.6,6.33,32.65,6.7,371.5,16.44,118.0
370,97.98,1.9,0.12,1.15,3.83,0.339,180.7,3.49,9.26,26.9,347.9,14.84,108.8
371,96.61,2.07,0.83,1.65,2.19,0.535,127.8,15.33,5.91,28.6,342.3,20.63,114.4
372,98.33,1.49,1.45,0.18,4.81,0.489,164.7,6.74,25.11,76.4,357.0,19.36,104.1
373,98.85,1.8,1.22,0.15,2.71,0.161,145.9,18.19,22.71,78.1,791.0,19.7,93.9
374,95.68,2.06,1.13,0.35,0.96,0.44,209.4,4.8,28.41,,338.3,19.36,109.0
375,98.81,2.98,0.71,1.73,4.86,0.496,155.8,2.28,8.26,59.5,426.5,18.0,147.4
376,96.77,1.0,0.19,1.21,2.73,0.573,178.5,10.88,22.81,67.7,330.7,21.37,96.7
377,97.36,0.38,0.36,0.94,2.47,0.163,134.2,22.74,35.04,22.8,306.3,17.99,110.3
378,98.04,0.89,1.07,0.69,4.76,0.079,144.6,11.95,38.73,58.8,339.6,20.83,102.9
379,96.85,1.85,0.79,1.33,0.12,0.548,123.1,20.05,19.63,24.8,284.1,20.13,94.3
380,95.99,1.65,0.32,0.8,3.23,0.141,210.6,3.67,23.77,26.5,358.1,18.49,117.2
381,98.25,2.81,0.54,0.95,4.29,0.133,191.4,5.54,18.3,76.5,402.6,18.36,133.7
382,94.52,0.74,1.21,1.14,1.52,0.426,186.8,18.8,19.31,22.0,340.6,20.07,123.2
383,97.16,2.14,1.28,0.47,4.03,0.258,159.7,3.35,22.25,34.0,384.1,16.72,123.7
384,98.5,0.68,0.87,1.19,1.71,0.481,201.0,10.86,1.73,68.7,293.8,20.08,104.0
385,97.85,0.8,0.71,0.61,2.03,0.345,135.3,8.61,49.55,47.1,290.7,21.29,101.2
386,94.15,0.87,0.84,1.5,0.18,0.129,130.9,11.42,36.14,76.5,259.0,22.56,85.1
387,95.71,0.66,0.27,0.8,4.89,0.376,163.1,7.94,18.9,56.9,324.7,19.04,103.2
388,94.65,1.35,0.4,1.84,2.93,0.365,169.5,10.7,12.87,68.2,340.7,20.57,114.0
389,97.3,1.11,0.97,0.21,0.77,0.491,152.5,12.35,38.65,21.0,320.9,18.95,88.7
390,96.53,0.83,1.42,1.52,3.21,0.162,178.0,12.58,9.63,50.5,339.5,20.75,98.5
391,95.64,2.05,0.12,1.79,3.71,0.553,194.4,9.86,12.77,55.1,379.7,19.12,116.9
392,94.59,1.88,1.31,0.59,1.02,0.196,123.8,13.13,13.65,25.5,310.0,20.3,94.2
393,97.03,2.06,0.1,0.52,4.35,0.1,156.4,11.93,28.43,8.9,421.6,17.94,126.7
394,94.21,1.57,0.95,1.45,3.14,0.393,127.0,21.45,11.03,29.9,357.6,21.21,117.1
395,95.14,2.35,0.52,0.19,0.46,0.582,193.6,21.0,46.31,33.7,361.7,18.44,111.6
396,97.53,1.55,0.85,1.22,1.5,0.219,163.0,21.21,20.51,73.3,320.0,19.35,117.0
397,95.25,1.02,0.44,1.91,3.15,0.183,150.5,6.37,37.67,7.3,375.8,17.28,130.1
398,98.63,2.37,1.15,0.29,4.45,0.284,145.7,17.11,29.94,17.5,409.7,17.19,134.8
399,96.71,0.66,0.83,1.83,0.49,0.407,213.4,6.58,4.48,60.9,281.4,19.89,89.5
400,97.66,0.26,0.67,0.37,4.55,0.53,171.8,14.83,9.38,10.0,361.6,17.68,112.3
401,97.51,1.34,1.01,1.35,1.68,0.104,185.1,5.9,10.68,30.1,326.0,19.42,99.4
402,95.55,1.11,0.75,1.35,0.55,0.184,140.8,17.85,28.14,43.5,293.9,22.91,98.8
403,94.7,0.65,0.97,0.54,4.11,0.226,197.8,17.3,37.67,58.3,331.4,19.06,108.4
404,95.23,2.41,0.15,1.34,5.0,0.137,172.0,12.17,40.33,37.2,420.7,18.03,129.6
405,95.37,2.49,1.34,0.34,4.45,0.497,132.0,16.83,6.12,29.2,401.1,21.47,138.4
406,96.31,0.36,0.62,0.89,0.53,0.144,156.4,10.91,7.2,67.5,268.5,22.08,81.0
407,96.48,0.37,1.22,0.14,1.65,0.303,181.9,22.54,42.77,47.4,269.8,20.59,91.1
408,96.49,2.63,1.28,1.51,4.24,0.11,189.4,19.69,42.74,28.3,454.0,17.93,148.0
409,98.36,1.7,0.22,0.92,3.85,0.223,125.2,17.34,17.62,43.3,342.5,18.22,116.1
410,95.89,0.83,0.83,0.66,4.22,0.297,206.9,6.66,14.45,63.9,312.4,21.58,100.7
411,97.36,2.72,0.83,0.37,1.78,0.459,218.5,3.48,12.89,35.3,327.9,18.84,102.7
412,94.8,2.63,0.19,0.11,2.15,0.078,179.7,21.3,27.15,31.8,378.4,16.53,113.1
413,98.26,0.8,1.08,0.0,4.98,0.337,188.8,20.13,12.77,5.3,412.2,17.51,136.0
414,95.51,1.14,1.39,0.1,3.25,0.112,184.1,6.36,28.72,14.1,353.0,15.59,130.8
415,97.99,2.52,0.62,1.7,4.32,0.316,182.3,6.16,28.89,61.8,418.5,18.66,123.3
416,94.85,1.98,0.38,0.42,2.23,0.525,175.0,9.28,46.35,46.8,330.9,17.59,101.7
417,94.69,1.86,1.01,1.8,0.2,0.225,128.9,3.35,31.15,47.7,308.7,20.71,91.8
418,94.23,2.69,0.79,0.6,0.36,0.497,198.8,7.78,9.5,78.3,352.8,20.73,120.1
419,98.71,2.93,1.13,0.49,2.45,0.06,155.2,13.91,37.57,37.5,397.8,19.64,127.8
420,98.75,0.27,0.2,1.14,0.35,0.145,133.6,22.49,38.85,67.8,258.9,19.03,85.5
421,94.13,2.88,0.59,0.01,3.0,0.419,122.3,16.61,5.75,7.3,401.2,18.4,137.7
422,94.38,2.48,1.35,1.93,2.73,0.569,123.1,8.33,28.19,22.3,382.1,19.1,122.5
423,95.84,2.75,1.21,0.24,2.73,0.135,190.4,5.75,46.34,28.6,383.7,18.26,118.9
424,96.09,0.37,0.1,1.0,3.08,0.481,156.7,19.09,2.75,43.2,298.5,24.08,92.5
425,97.86,0.58,1.41,1.56,3.46,0.293,186.2,14.69,20.18,69.7,339.6,17.33,112.8
426,98.22,0.27,0.16,0.75,4.43,0.458,178.1,23.42,24.78,50.0,334.6,20.18,112.9
427,94.05,1.53,0.82,1.94,0.44,0.571,141.7,10.98,39.69,76.1,293.6,18.69,103.5
428,96.07,2.22,0.34,1.96,1.37,0.156,130.1,22.13,36.09,12.5,408.3,16.8,129.8
429,95.43,1.29,0.79,1.26,2.88,0.582,179.9,6.9,10.02,38.8,328.7,18.11,98.2
430,94.44,0.76,0.72,0.68,0.73,0.31,125.1,16.14,47.3,58.2,263.7,21.13,80.2
431,96.56,2.59,0.55,0.69,2.63,0.08,129.9,8.31,9.61,,348.2,17.62,117.2
432,97.68,2.97,1.3,1.63,3.76,0.303,173.5,14.46,43.65,55.3,451.1,16.55,158.2
433,95.1,0.81,1.31,1.01,4.57,0.51,181.8,12.9,48.43,10.0,398.5,18.49,139.4
434,98.77,2.52,0.47,0.69,4.05,0.154,180.4,12.17,2.56,34.9,403.8,17.49,137.2
435,96.51,1.64,1.09,1.62,2.66,0.551,166.0,6.87,44.88,5.2,417.4,17.93,133.2
436,95.77,0.86,1.27,1.34,4.07,0.135,181.1,13.27,35.52,52.2,359.1,18.7,108.1
437,96.87,2.42,1.13,1.62,2.64,0.378,214.0,10.64,10.79,47.8,388.9,18.26,133.8
438,95.44,1.92,1.47,0.29,2.9,0.414,190.6,8.36,43.83,9.0,380.8,20.56,119.9
439,97.69,2.3,1.02,1.99,1.55,0.576,198.3,17.11,48.59,43.2,398.3,21.95,125.6
440,98.6,0.59,1.07,1.28,1.22,0.488,142.1,10.85,15.14,77.7,282.0,20.74,86.4
441,96.19,2.48,1.18,0.08,4.85,0.249,203.7,19.73,17.08,53.1,410.0,16.63,132.6
442,94.37,2.96,1.21,0.76,3.48,0.349,129.5,16.3,4.37,45.8,385.2,16.71,118.3
443,98.03,2.27,1.15,1.5,1.89,0.243,186.4,5.68,20.78,79.6,353.2,21.37,117.3
444,95.23,1.19,1.07,1.76,4.7,0.575,162.1,11.22,5.46,47.4,372.7,18.13,122.6
445,95.4,1.06,1.45,1.87,3.09,0.404,141.1,19.61,44.61,50.6,358.8,21.0,122.2
446,96.21,0.76,1.12,0.79,2.92,0.571,209.0,16.31,45.7,57.7,320.2,18.23,104.1
447,94.83,1.46,1.25,1.86,2.19,0.436,160.2,20.8,16.18,73.2,354.2,20.14,121.9
448,95.92,2.28,1.45,0.09,4.34,0.366,171.0,23.53,43.88,65.2,411.4,16.96,122.8
449,96.38,1.11,1.07,1.72,4.56,0.309,139.5,14.79,29.92,6.7,427.2,19.31,132.4
450,98.74,1.92,0.11,1.79,1.52,0.551,144.2,10.14,27.67,57.2,357.7,18.04,115.2
451,95.68,2.33,1.38,1.51,1.16,0.258,146.9,9.13,7.27,55.7,350.2,20.35,109.5
452,94.87,2.64,1.0,1.86,2.23,0.34,127.9,3.54,23.78,38.6,398.0,18.47,142.1
453,97.6,1.98,0.55,0.51,1.26,0.513,125.2,13.69,42.66,24.3,335.4,19.94,100.6
454,96.07,1.63,1.23,1.36,0.41,0.064,129.6,15.06,25.16,38.2,305.2,19.83,100.4
455,97.16,0.9,0.88,0.48,0.25,0.582,217.3,17.18,17.88,35.0,272.6,21.46,88.0
456,94.75,2.83,0.36,0.97,0.64,0.208,135.4,6.4,25.18,16.4,359.6,18.13,113.0
457,94.06,1.75,0.41,1.64,0.34,0.388,191.6,6.71,22.93,6.9,387.6,18.02,127.3
458,95.75,0.62,1.3,1.21,2.58,0.135,185.9,14.25,45.86,23.3,338.0,21.21,104.9
459,98.7,2.07,1.05,0.95,4.26,0.561,121.1,5.22,42.38,71.1,355.9,19.87,104.1
460,98.03,1.95,0.2,1.38,2.46,0.326,210.6,2.86,27.55,61.8,332.2,22.5,115.2
461,97.08,2.03,0.54,0.01,3.96,0.316,135.6,10.85,24.15,12.1,381.8,19.54,121.1
462,94.87,2.71,1.46,0.69,2.41,0.367,143.9,17.21,11.39,44.7,354.5,19.85,113.9
463,96.92,2.15,0.55,0.01,1.26,0.404,124.7,13.11,16.58,30.9,339.1,20.28,106.1
464,94.2,0.23,1.32,1.23,4.34,0.37,146.3,22.5,12.48,45.9,339.5,19.36,117.1
465,95.61,1.41,1.46,0.79,1.09,0.487,164.0,8.96,11.49,45.9,299.7,23.26,87.3
466,94.72,1.43,1.23,0.63,2.01,0.078,169.6,16.26,25.1,21.8,362.7,20.33,116.2
467,95.56,0.57,0.46,0.97,4.74,0.108,186.9,14.43,39.34,49.1,883.75,19.94,102.9
468,95.84,1.68,0.62,1.46,2.88,0.144,205.7,10.4,27.73,32.4,360.9,18.99,113.1
469,95.15,0.22,1.02,0.88,2.32,0.246,197.1,16.24,44.25,30.3,323.8,20.53,108.5
470,98.9,2.72,0.43,1.35,2.52,0.568,123.1,16.27,24.05,61.7,356.7,18.87,116.1
471,98.58,2.64,0.42,0.6,4.64,0.246,149.5,13.61,7.59,61.7,396.0,15.68,127.9
472,94.23,1.74,0.31,1.2,4.5,0.589,145.3,4.28,14.22,31.0,347.7,18.88,111.4
473,98.72,0.25,0.13,0.97,4.1,0.204,121.6,18.59,7.86,19.5,306.7,20.49,97.0
474,97.04,0.78,1.33,0.69,2.46,0.429,127.1,9.67,47.8,14.3,322.8,21.24,96.2
475,98.7,2.92,0.52,1.06,3.81,0.556,183.9,20.2,43.09,48.1,456.4,16.55,146.0
476,97.14,0.94,0.53,1.09,3.68,0.186,130.3,3.85,6.81,10.5,326.0,20.32,105.9
477,97.48,2.93,1.3,0.47,2.43,0.315,173.0,11.74,28.29,23.4,393.7,19.9,130.0
478,98.15,1.08,0.32,0.57,4.96,0.076,157.4,18.76,38.6,78.9,342.8,20.73,109.9
479,96.09,1.52,0.49,1.88,1.79,0.288,207.4,15.51,13.12,17.7,354.3,17.98,120.2
480,98.14,1.07,0.97,0.1,0.35,0.321,187.0,7.95,13.86,13.1,305.3,20.0,91.1
481,94.12,2.53,1.1,0.5,3.68,0.061,179.1,17.75,42.54,66.1,402.9,15.74,133.6
482,94.41,2.02,1.21,1.44,3.81,0.342,216.3,13.44,6.78,57.1,377.9,19.27,122.0
483,94.19,1.25,0.93,1.06,0.26,0.264,159.7,16.48,5.13,64.6,297.1,20.05,104.7
484,97.48,1.86,0.64,1.9,2.98,0.51,174.8,8.52,48.01,12.5,423.9,13.2,135.7
485,98.5,1.65,0.62,0.71,0.38,0.597,134.1,11.04,22.3,36.8,305.8,19.15,102.4
486,98.43,2.6,1.47,1.41,4.37,0.563,153.3,12.47,11.51,78.7,388.7,17.34,124.1
487,94.76,1.65,1.31,1.4,4.32,0.485,178.1,14.93,7.68,35.5,390.7,19.94,121.2
488,96.71,2.45,0.5,0.14,1.81,0.315,141.1,10.97,35.69,23.8,336.5,19.5,101.9
489,94.91,1.63,0.87,1.0,4.34,0.261,162.9,9.49,1.91,53.9,353.3,21.11,107.9
490,95.46,1.41,1.16,0.44,1.89,0.521,133.2,7.02,20.09,76.6,265.6,19.14,82.9
491,95.15,0.93,1.03,0.77,3.25,0.455,212.2,7.1,9.74,53.5,312.8,20.06,101.4
492,98.72,2.68,0.33,0.03,4.72,0.188,183.4,16.16,1.71,47.4,374.9,19.45,111.5
493,97.15,1.17,0.56,1.38,4.94,0.376,213.8,14.87,29.83,24.7,402.1,18.49,131.7
494,96.65,2.92,0.44,0.24,3.66,0.125,148.6,13.29,25.6,70.3,360.6,17.06,117.4
495,98.64,1.02,0.14,1.19,1.88,0.387,141.5,22.44,49.12,36.3,303.7,22.26,91.2
496,96.09,0.48,0.36,0.92,4.55,0.501,199.5,3.72,37.75,34.9,327.9,18.59,103.7
497,94.67,2.89,1.12,1.08,0.85,0.251,146.2,16.19,12.23,13.3,381.7,19.19,117.1
498,96.7,2.42,0.58,1.89,2.09,0.481,191.0,5.77,29.02,5.9,423.6,19.64,127.6
499,96.04,0.2,1.16,1.69,3.37,0.203,210.3,4.08,23.33,6.6,365.5,17.6,111.7
500,94.16,0.84,1.24,1.52,0.14,0.351,183.8,3.66,45.39,79.0,284.3,19.78,92.0
501,96.85,0.8,0.4,0.81,2.79,0.51,142.5,5.43,17.27,17.5,299.8,20.39,98.9
502,95.97,2.87,1.06,0.96,0.26,0.592,151.0,20.97,27.29,40.2,361.3,17.64,120.0
503,95.59,1.83,0.4,1.72,0.47,0.405,122.4,7.23,24.28,71.5,290.4,19.98,90.8
504,96.04,2.01,1.01,1.46,2.28,0.448,148.5,13.56,7.0,74.6,358.5,19.95,114.3
505,94.86,0.4,0.53,0.57,2.29,0.189,136.5,23.51,38.37,56.6,291.4,20.33,92.6
506,97.78,2.44,0.71,0.55,1.03,0.095,149.8,15.12,23.09,36.1,342.3,18.09,115.9
507,95.98,0.44,1.46,1.57,2.23,0.066,137.9,3.95,31.7,63.5,293.4,21.29,100.0
508,94.88,2.92,0.18,1.84,0.94,0.555,130.9,11.99,24.12,71.4,358.2,19.01,124.1
509,98.44,1.7,0.23,0.31,4.42,0.472,164.0,9.24,44.75,75.7,373.7,21.0,112.3
510,98.62,0.47,1.17,0.29,3.54,0.578,129.8,14.83,31.12,37.7,304.1,17.31,89.7
511,96.31,1.42,1.26,0.2,4.64,0.518,199.2,22.99,43.55,63.8,396.7,18.05,118.2
512,98.87,0.63,0.42,0.33,2.52,0.122,179.0,12.95,21.02,70.5,290.2,17.32,92.6
